design_range_nm,spec_energy_whkg,converged,run_id,objective_value,MTOW_kg,MTOW_lb,fuel_burn_kg,fuel_burn_lb,fuel_mileage_lb_per_nmi,W_battery_kg,S_ref_m2,cruise_hybridization,climb_hybridization,descent_hybridization,electric_percent,engine_rating_hp,motor_rating_hp,generator_rating_hp,MTOW_margin_lb,rotate_range_ft,Vstall_kn,SOC_final,doc_per_nmi,wall_time_s,error,start_name,starts_tried
500.0,650.0,True,run-20260503T205426-adf6d8b9,155.63751511125668,5699.99999997087,12566.333999935778,98.63751511154796,217.45823856522085,0.4349164771304417,1673.1905678429282,34.03668610381752,0.8256286994854711,0.8707280953928541,0.6012839912149841,82.56286994854712,179.65145835773316,652.47275987926,174.26191482298103,-7.107013061613543e-06,1356.9999998241628,41.99999999939608,-6.763110890761759e-09,,194.60940268699773,,low,"low=OK(155.638),high=OK(155.638)"
500.0,700.0,True,run-20260503T210001-7d02836f,101.732688699905,5699.999999999408,12566.333999998693,44.73268869991091,98.61858016159758,0.1972371603231951,1761.4881930591373,34.03668610300951,0.9210021452399046,0.94148692660204,0.8198428750972381,92.10021452399046,81.43873201552394,652.472759871017,78.99557005630895,-4.9070422392105684e-08,1356.9999999999682,41.999999999999744,5.064318409075952e-11,,159.8170244320063,,high,"low=X(101.733),high=OK(101.733)"
500.0,750.0,True,run-20260503T210241-12a029e2,56.24388954068425,5581.816458488391,12305.784200712676,0.4257249558003382,0.9385617520565416,0.001877123504113,1766.898875907174,33.330970996875486,0.999,0.999,1.0,99.9,1.3637013365001869,639.0675616987506,1.322790296363959,-5.19902187079424e-07,1357.0000001264011,42.000000000000966,-4.375391660094152e-09,,219.07690726500005,,high,"low=OK(56.244),high=OK(56.244)"
500.0,800.0,True,run-20260503T210621-dc989f73,53.14804701757679,5274.529783251014,11628.33385075085,0.4027491850666497,0.8879089083816372,0.0017758178167632,1567.553313651212,31.496055188334232,0.999,0.999,1.0,99.9,1.287764329827544,604.2060622326386,1.2491313999396816,4.18367562815547e-11,1357.000000000034,42.0000000000001,7.494005416219807e-15,,176.3467679870082,,high,"low=OK(53.148),high=OK(53.148)"
550.0,250.0,True,run-20260503T210722-02a0c413,430.61196531957216,4119.820583203607,9082.638854142337,389.4137594875361,858.5093624414117,1.5609261135298391,141.00395565842902,24.6008842089911,0.0010000000129827,0.1203946884249635,0.0100000000026995,0.1000000012982706,891.461696557357,472.7234667521052,864.7178456606333,-3.6720621210406534e-08,1357.0000000022137,41.99999999999736,-6.605112290447579e-11,,186.99075013998663,,low,"low=OK(430.612),high=OK(430.612)"
550.0,300.0,True,run-20260503T211117-c3bb0b1a,425.5099362350323,4187.997152460651,9232.9422822578,383.6299647104258,845.7582927998988,1.5377423505452703,228.70576248608464,25.00799025938629,0.0010000005652428,0.2606792418919337,0.0100000002047716,0.1000000565242827,761.305789701617,480.4707942875516,738.4666160112646,2.721621967793908e-07,1357.0000000061607,42.000000000016506,-4.963628057186309e-09,,198.85613181104412,,high,"low=OK(425.514),high=OK(425.510)"
550.0,350.0,True,run-20260503T211332-6b3abea3,418.7579367989677,4117.850436007261,9078.295428230327,377.579432438895,832.4191683434367,1.5134893969880667,192.596782755368,24.589119917367817,0.001,0.2603210819505495,0.01,0.1,749.301584190801,472.4996258819151,726.8225366649094,1.5433745147674927e-05,1356.999975330113,41.99999987721899,-3.068935525880889e-07,,142.16446945199277,,low,"low=OK(418.758),high=X(nan)"
550.0,400.0,True,run-20260503T211554-d40aae79,413.8510964997038,4066.8352201315006,8965.826263006307,373.1827442983888,822.7261417351137,1.4958657122456611,166.33154596106013,24.28449014387111,0.0010000013425007,0.260039799962345,0.0100000002655979,0.1000001342500707,740.5798957395688,466.703879720746,718.3624988673347,8.717898936083657e-07,1357.0000000036302,42.00000000003441,-1.5963217005199315e-08,,174.35640918003628,,low,"low=OK(413.851),high=OK(413.851)"
550.0,450.0,True,run-20260503T211913-168e3c88,390.38377882158153,5699.999999999991,12566.33399999998,333.38377882158164,734.9845464656353,1.3363355390284275,1308.1351053094245,34.03668610300988,0.4146271642662912,0.5667276947497685,0.0100000005361381,41.46271642662912,601.5593660853882,652.4727598692815,583.5125851029364,2.409804892522516e-06,1357.0000000182113,42.00000000000166,-5.0480572330764695e-09,,176.6444572029868,,low,"low=OK(390.384),high=OK(390.384)"
550.0,500.0,True,run-20260503T212210-c41dedf2,355.4549583656654,5699.999999830679,12566.333999626711,298.4549583673586,657.979770315846,1.19632685511972,1366.9650145532828,34.0366861021013,0.4931939371984097,0.624697972326207,0.01,49.31939371984097,521.072892897743,652.4727597934807,505.4407061107236,5.0192547860206105e-06,1357.0000005798531,41.99999999993846,-1.1185050571502209e-08,,219.3704847069457,,low,"low=OK(355.455),high=OK(355.455)"
