design_range_nm,spec_energy_whkg,fuel_mileage_lb_per_nmi,fuel_mileage_lb_per_nmi_halfwidth,fuel_mileage_lb_per_nmi_colour_err,doc_per_nmi,doc_per_nmi_halfwidth,doc_per_nmi_colour_err,electric_percent,electric_percent_halfwidth,electric_percent_colour_err,MTOW_lb,MTOW_lb_halfwidth,MTOW_lb_colour_err
700.0,700.0,1.165495,0.005814,1.0,0.63794,0.010522,6.0,46.557552,0.291198,1.0,12573.769939,13.810789,0.0
700.0,750.0,1.043402,0.005814,0.0,0.587436,0.010522,0.0,52.38151,0.291198,0.0,12573.769939,13.810789,0.0
700.0,800.0,0.915495,0.005814,1.41,0.536932,0.010522,0.0,58.496667,0.291198,1.0,12573.769939,13.810789,0.0
725.0,250.0,1.659681,0.005814,1.41,0.711591,0.010522,0.0,2.00427,0.291198,1.0,9770.179845,13.810789,1.0
725.0,300.0,1.648053,0.005814,1.41,0.711591,0.010522,0.0,2.877864,0.291198,0.0,9728.747479,13.810789,1.0
725.0,350.0,1.636425,0.005814,1.0,0.711591,0.010522,0.0,3.460259,0.291198,1.0,9673.504325,13.810789,0.0
725.0,400.0,1.624797,0.005814,2.24,0.711591,0.010522,0.0,3.751457,0.291198,0.0,9673.504325,13.810789,1.0
725.0,450.0,1.607355,0.005814,1.0,0.688444,0.010522,0.0,4.333853,0.291198,1.0,9632.071959,13.810789,1.0
725.0,500.0,1.601541,0.005814,1.0,0.688444,0.010522,0.0,5.207447,0.291198,1.41,9604.450382,13.810789,1.41
725.0,550.0,1.584099,0.005814,1.0,0.688444,0.010522,0.0,5.207447,0.291198,1.41,9604.450382,13.810789,1.41
725.0,600.0,1.566657,0.005814,1.41,0.688444,0.010522,0.0,6.081041,0.291198,1.0,9563.018016,13.810789,1.41
725.0,650.0,1.421309,0.005814,0.0,0.688444,0.010522,0.0,27.920885,0.291198,1.0,11386.042116,13.810789,1.0
725.0,700.0,1.241076,0.005814,1.0,0.63794,0.010522,0.0,43.645573,0.291198,1.0,12573.769939,13.810789,0.0
725.0,750.0,1.118983,0.005814,1.0,0.612688,0.010522,0.0,48.304739,0.291198,1.0,12573.769939,13.810789,0.0
725.0,800.0,0.99689,0.005814,1.41,0.562184,0.010522,0.0,53.8375,0.291198,1.0,12573.769939,13.810789,0.0
750.0,250.0,1.677123,0.005814,1.0,0.711591,0.010522,0.0,2.00427,0.291198,1.0,9853.044577,13.810789,0.0
750.0,300.0,1.665495,0.005814,1.41,0.711591,0.010522,0.0,2.877864,0.291198,0.0,9825.423,13.810789,0.0
750.0,350.0,1.653867,0.005814,1.0,0.711591,0.010522,0.0,2.877864,0.291198,1.41,9825.423,13.810789,1.0
750.0,400.0,1.636425,0.005814,1.0,0.711591,0.010522,0.0,3.751457,0.291198,0.0,9783.990634,13.810789,0.0
750.0,450.0,1.630611,0.005814,1.41,0.711591,0.010522,0.0,4.333853,0.291198,1.0,9770.179845,13.810789,1.0
750.0,500.0,1.613169,0.005814,1.41,0.688444,0.010522,0.0,4.625051,0.291198,1.0,9728.747479,13.810789,1.0
750.0,550.0,1.607355,0.005814,1.0,0.688444,0.010522,0.0,5.207447,0.291198,1.41,9701.125902,13.810789,1.0
750.0,600.0,1.589913,0.005814,1.41,0.688444,0.010522,0.0,5.789843,0.291198,1.41,9673.504325,13.810789,0.0
750.0,650.0,1.572471,0.005814,1.41,0.688444,0.010522,0.0,6.081041,0.291198,1.0,9632.071959,13.810789,1.0
750.0,700.0,1.30503,0.005814,2.0,0.663192,0.010522,0.0,40.442395,0.291198,0.0,12573.769939,13.810789,0.0
750.0,750.0,1.200378,0.005814,1.0,0.63794,0.010522,18.03,45.101562,0.291198,1.41,12573.769939,13.810789,0.0
750.0,800.0,1.089913,0.005814,1.41,0.587436,0.010522,0.0,50.051927,0.291198,1.41,12573.769939,13.810789,0.0
775.0,250.0,1.700378,0.005814,1.41,0.711591,0.010522,0.0,2.00427,0.291198,1.41,9963.530886,13.810789,1.0
775.0,300.0,1.682936,0.005814,1.41,0.711591,0.010522,0.0,2.877864,0.291198,0.0,9935.909309,13.810789,1.0
775.0,350.0,1.665495,0.005814,1.41,0.711591,0.010522,0.0,2.877864,0.291198,1.41,9922.09852,13.810789,0.0
775.0,400.0,1.659681,0.005814,1.41,0.711591,0.010522,0.0,3.460259,0.291198,1.0,9922.09852,13.810789,1.0
775.0,450.0,1.648053,0.005814,1.41,0.711591,0.010522,0.0,4.333853,0.291198,1.0,9853.044577,13.810789,0.0
775.0,500.0,1.636425,0.005814,1.0,0.711591,0.010522,0.0,4.625051,0.291198,1.0,9853.044577,13.810789,1.0
775.0,550.0,1.624797,0.005814,2.24,0.688444,0.010522,0.0,5.207447,0.291198,1.41,9825.423,13.810789,0.0
775.0,600.0,1.607355,0.005814,1.0,0.688444,0.010522,0.0,5.789843,0.291198,1.41,9783.990634,13.810789,0.0
775.0,650.0,1.601541,0.005814,1.0,0.688444,0.010522,0.0,6.081041,0.291198,1.0,9770.179845,13.810789,0.0
775.0,700.0,1.363169,0.005814,1.0,0.663192,0.010522,0.0,37.239218,0.291198,0.0,12573.769939,13.810789,0.0
775.0,750.0,1.270146,0.005814,1.0,0.63794,0.010522,0.0,41.315989,0.291198,1.0,12573.769939,13.810789,0.0
775.0,800.0,1.165495,0.005814,1.0,0.612688,0.010522,0.0,46.557552,0.291198,1.0,12573.769939,13.810789,0.0
800.0,250.0,1.71782,0.005814,2.24,0.736843,0.010522,0.0,2.00427,0.291198,1.41,10074.017195,13.810789,0.0
800.0,300.0,1.700378,0.005814,1.41,0.711591,0.010522,0.0,2.877864,0.291198,0.0,10032.584829,13.810789,1.0
800.0,350.0,1.694564,0.005814,1.0,0.711591,0.010522,0.0,2.877864,0.291198,1.41,10004.963252,13.810789,0.0
800.0,400.0,1.677123,0.005814,1.0,0.711591,0.010522,0.0,3.460259,0.291198,1.0,10004.963252,13.810789,1.0
800.0,450.0,1.665495,0.005814,1.41,0.711591,0.010522,0.0,3.751457,0.291198,0.0,9963.530886,13.810789,1.0
800.0,500.0,1.653867,0.005814,1.0,0.711591,0.010522,0.0,4.625051,0.291198,1.0,9935.909309,13.810789,1.0
800.0,550.0,1.648053,0.005814,1.41,0.711591,0.010522,0.0,5.207447,0.291198,1.41,9935.909309,13.810789,1.0
800.0,600.0,1.630611,0.005814,1.41,0.688444,0.010522,0.0,5.207447,0.291198,1.41,9922.09852,13.810789,1.0
800.0,650.0,1.613169,0.005814,1.41,0.688444,0.010522,0.0,5.789843,0.291198,1.41,9880.666154,13.810789,0.0
800.0,700.0,1.508518,0.005814,1.0,0.688444,0.010522,0.0,23.261718,0.291198,1.0,11330.798961,13.810789,1.0
800.0,750.0,1.334099,0.005814,1.0,0.663192,0.010522,0.0,38.986406,0.291198,1.0,12573.769939,13.810789,0.0
800.0,800.0,1.241076,0.005814,1.0,0.63794,0.010522,0.0,43.645573,0.291198,1.0,12573.769939,13.810789,0.0
