design_range_nm,spec_energy_whkg,fuel_mileage_lb_per_nmi,fuel_mileage_lb_per_nmi_halfwidth,fuel_mileage_lb_per_nmi_colour_err,doc_per_nmi,doc_per_nmi_halfwidth,doc_per_nmi_colour_err,electric_percent,electric_percent_halfwidth,electric_percent_colour_err,MTOW_lb,MTOW_lb_halfwidth,MTOW_lb_colour_err
350.0,300.0,1.151026,0.044826,0.0,0.799204,0.002035,1.0,45.978349,0.290722,1.0,12573.769939,13.810789,0.0
350.0,350.0,0.947814,0.044826,0.0,0.717798,0.002035,1.41,56.15361,0.290722,1.0,12573.769939,13.810789,0.0
350.0,400.0,0.75058,0.044826,5.0,0.624181,0.002035,1.0,67.782481,0.290722,1.41,12573.769939,13.810789,0.0
350.0,450.0,0.451739,0.044826,0.0,0.530564,0.002035,1.41,80.283516,0.290722,1.0,12573.769939,13.810789,0.0
350.0,500.0,0.14991,0.041838,0.0,0.416595,0.002035,1.0,94.23816,0.290722,1.73,12573.769939,13.810789,0.0
350.0,550.0,0.054281,0.041838,0.0,0.35147,0.002035,1.41,99.471152,0.290722,2.24,11924.662873,13.810789,1.0
350.0,600.0,0.054281,0.041838,0.0,0.316872,0.002035,1.0,99.471152,0.290722,2.24,11137.44792,13.810789,1.0
350.0,650.0,0.054281,0.041838,0.0,0.300591,0.002035,1.41,99.471152,0.290722,2.24,10805.988993,13.810789,0.0
350.0,700.0,0.054281,0.041838,0.0,0.274134,0.002035,1.41,99.471152,0.290722,2.24,10115.449561,13.810789,1.0
350.0,750.0,0.054281,0.041838,0.0,0.261923,0.002035,1.0,99.471152,0.290722,2.24,9770.179845,13.810789,1.0
350.0,800.0,0.054281,0.041838,0.0,0.245642,0.002035,0.0,99.471152,0.290722,2.24,9438.720918,13.810789,1.0
375.0,250.0,1.449867,0.044826,0.0,0.732044,0.002035,1.41,4.69586,0.290722,1.0,8623.884389,13.810789,1.41
375.0,300.0,1.249643,0.041838,0.0,0.811415,0.002035,1.0,41.326801,0.290722,1.0,12573.769939,13.810789,0.0
375.0,350.0,1.04942,0.044826,0.0,0.740185,0.002035,1.0,50.920619,0.290722,1.0,12573.769939,13.810789,0.0
375.0,400.0,0.852186,0.044826,0.0,0.660814,0.002035,1.0,60.514437,0.290722,1.0,12573.769939,13.810789,0.0
375.0,450.0,0.648974,0.044826,6.0,0.575337,0.002035,1.0,71.852585,0.290722,1.0,12573.769939,13.810789,0.0
375.0,500.0,0.350133,0.044826,0.0,0.48172,0.002035,1.0,84.644342,0.290722,1.0,12573.769939,13.810789,0.0
375.0,550.0,0.054281,0.041838,0.0,0.371822,0.002035,1.0,98.308265,0.290722,1.41,12573.769939,13.810789,0.0
375.0,600.0,0.054281,0.041838,0.0,0.322978,0.002035,1.0,99.471152,0.290722,2.24,11758.933409,13.810789,1.0
375.0,650.0,0.054281,0.041838,0.0,0.300591,0.002035,1.41,99.471152,0.290722,2.24,11068.393977,13.810789,1.0
375.0,700.0,0.054281,0.041838,0.0,0.276169,0.002035,1.0,99.471152,0.290722,2.24,10557.394798,13.810789,1.0
375.0,750.0,0.054281,0.041838,0.0,0.261923,0.002035,1.0,99.471152,0.290722,2.24,10115.449561,13.810789,1.0
375.0,800.0,0.054281,0.041838,0.0,0.245642,0.002035,0.0,99.471152,0.290722,2.24,9783.990634,13.810789,0.0
400.0,250.0,1.449867,0.044826,0.0,0.730009,0.002035,1.41,4.405138,0.290722,1.0,8692.938332,13.810789,1.41
400.0,300.0,1.449867,0.044826,0.0,0.691341,0.002035,1.0,5.277303,0.290722,1.41,8554.830445,13.810789,1.0
400.0,350.0,1.151026,0.044826,0.0,0.756466,0.002035,1.41,45.978349,0.290722,1.0,12573.769939,13.810789,0.0
400.0,400.0,0.947814,0.044826,0.0,0.689306,0.002035,0.0,54.700002,0.290722,1.0,12573.769939,13.810789,0.0
400.0,450.0,0.75058,0.044826,0.0,0.61197,0.002035,1.0,65.165985,0.290722,1.41,12573.769939,13.810789,0.0
400.0,500.0,0.550357,0.041838,0.0,0.526493,0.002035,1.0,75.92269,0.290722,1.41,12573.769939,13.810789,0.0
400.0,550.0,0.248528,0.044826,0.0,0.428806,0.002035,1.41,88.133003,0.290722,1.73,12573.769939,13.810789,0.0
400.0,600.0,0.054281,0.041838,0.0,0.335189,0.002035,1.0,99.471152,0.290722,2.24,12435.662052,13.810789,1.73
400.0,650.0,0.054281,0.041838,0.0,0.306697,0.002035,1.0,99.471152,0.290722,2.24,11620.825523,13.810789,2.0
400.0,700.0,0.054281,0.041838,0.0,0.290415,0.002035,1.41,99.471152,0.290722,2.24,11275.555807,13.810789,1.0
400.0,750.0,0.054281,0.041838,0.0,0.263958,0.002035,1.0,99.471152,0.290722,2.24,10557.394798,13.810789,1.41
400.0,800.0,0.054281,0.041838,0.0,0.251748,0.002035,0.0,99.471152,0.290722,2.24,10143.071139,13.810789,1.41
425.0,250.0,1.449867,0.044826,0.0,0.723903,0.002035,1.41,3.823695,0.290722,0.0,8748.181486,13.810789,1.0
425.0,300.0,1.449867,0.044826,0.0,0.721868,0.002035,1.41,5.277303,0.290722,1.41,8748.181486,13.810789,1.0
425.0,350.0,1.249643,0.041838,0.0,0.770712,0.002035,1.41,41.326801,0.290722,1.0,12573.769939,13.810789,0.0
425.0,400.0,1.04942,0.044826,0.0,0.707622,0.002035,1.73,50.048454,0.290722,1.41,12573.769939,13.810789,0.0
425.0,450.0,0.947814,0.044826,5.1,0.640462,0.002035,1.0,59.060828,0.290722,0.0,12573.769939,13.810789,0.0
425.0,500.0,0.648974,0.044826,0.0,0.565161,0.002035,0.0,68.945368,0.290722,1.0,12573.769939,13.810789,0.0
425.0,550.0,0.451739,0.044826,0.0,0.48172,0.002035,0.0,79.411351,0.290722,1.73,12573.769939,13.810789,0.0
425.0,600.0,0.14991,0.041838,5.83,0.388103,0.002035,1.0,91.621664,0.290722,1.41,12573.769939,13.810789,0.0
425.0,650.0,0.054281,0.041838,0.0,0.314837,0.002035,1.0,99.471152,0.290722,2.24,12242.311011,13.810789,1.41
425.0,700.0,0.054281,0.041838,0.0,0.290415,0.002035,1.41,99.471152,0.290722,2.24,11510.339214,13.810789,1.0
425.0,750.0,0.054281,0.041838,0.0,0.270064,0.002035,1.41,99.471152,0.290722,2.24,10957.907668,13.810789,1.0
425.0,800.0,0.054281,0.041838,0.0,0.259888,0.002035,1.0,99.471152,0.290722,2.24,10764.556627,13.810789,1.0
450.0,250.0,1.449867,0.044826,0.0,0.721868,0.002035,1.41,3.823695,0.290722,0.0,8844.857007,13.810789,1.0
450.0,300.0,1.449867,0.044826,0.0,0.713728,0.002035,1.0,4.69586,0.290722,1.0,8817.235429,13.810789,1.41
450.0,350.0,1.348261,0.044826,0.0,0.748325,0.002035,1.41,30.279374,0.290722,1.0,11316.988173,13.810789,0.0
450.0,400.0,1.151026,0.044826,0.0,0.727974,0.002035,1.0,45.978349,0.290722,1.41,12573.769939,13.810789,0.0
450.0,450.0,1.04942,0.044826,0.0,0.666919,0.002035,1.0,53.827836,0.290722,1.0,12573.769939,13.810789,0.0
450.0,500.0,0.852186,0.044826,0.0,0.601794,0.002035,1.41,62.840211,0.290722,1.0,12573.769939,13.810789,0.0
450.0,550.0,0.648974,0.044826,6.08,0.526493,0.002035,1.41,72.434029,0.290722,1.73,12573.769939,13.810789,0.0
450.0,600.0,0.350133,0.044826,0.0,0.441017,0.002035,1.0,83.190734,0.290722,1.41,12573.769939,13.810789,0.0
450.0,650.0,0.14991,0.041838,0.0,0.35554,0.002035,1.0,95.110326,0.290722,0.0,12573.769939,13.810789,0.0
450.0,700.0,0.054281,0.041838,0.0,0.296521,0.002035,0.0,99.471152,0.290722,2.24,12076.581548,13.810789,1.73
450.0,750.0,0.054281,0.041838,0.0,0.274134,0.002035,1.41,99.471152,0.290722,2.24,11413.663693,13.810789,1.0
450.0,800.0,0.054281,0.041838,0.0,0.257853,0.002035,1.0,99.471152,0.290722,2.24,10888.853725,13.810789,1.0
475.0,250.0,1.449867,0.044826,0.0,0.695411,0.002035,1.0,3.532973,0.290722,1.0,8817.235429,13.810789,1.41
475.0,300.0,1.449867,0.044826,0.0,0.711692,0.002035,2.0,4.405138,0.290722,1.0,8913.91095,13.810789,1.0
475.0,350.0,1.449867,0.044826,0.0,0.685235,0.002035,0.0,5.277303,0.290722,1.41,8775.803064,13.810789,1.0
475.0,400.0,1.249643,0.041838,0.0,0.740185,0.002035,1.0,41.326801,0.290722,1.0,12573.769939,13.810789,0.0
475.0,450.0,1.151026,0.044826,0.0,0.685235,0.002035,0.0,48.885567,0.290722,1.41,12573.769939,13.810789,0.0
475.0,500.0,0.947814,0.044826,0.0,0.622146,0.002035,1.0,57.316497,0.290722,0.0,12573.769939,13.810789,0.0
475.0,550.0,0.75058,0.044826,0.0,0.561091,0.002035,1.41,65.747428,0.290722,1.0,12573.769939,13.810789,0.0
475.0,600.0,0.550357,0.041838,0.0,0.483755,0.002035,1.0,75.631968,0.290722,1.41,12573.769939,13.810789,0.0
475.0,650.0,0.350133,0.044826,4.0,0.404384,0.002035,1.41,86.388673,0.290722,1.73,12573.769939,13.810789,0.0
475.0,700.0,0.054281,0.041838,0.0,0.316872,0.002035,1.0,98.308265,0.290722,1.41,12573.769939,13.810789,0.0
475.0,750.0,0.054281,0.041838,0.0,0.28024,0.002035,1.0,99.471152,0.290722,2.24,11952.28445,13.810789,1.41
475.0,800.0,0.054281,0.041838,0.0,0.261923,0.002035,1.0,99.471152,0.290722,2.24,11358.420539,13.810789,1.41
500.0,250.0,1.551472,0.044826,0.0,0.695411,0.002035,1.0,3.532973,0.290722,1.0,8913.91095,13.810789,1.0
500.0,300.0,1.551472,0.044826,0.0,0.711692,0.002035,2.0,4.405138,0.290722,1.0,8969.154104,13.810789,1.41
500.0,350.0,1.449867,0.044826,0.0,0.707622,0.002035,1.73,5.277303,0.290722,1.41,8955.343316,13.810789,1.0
500.0,400.0,1.348261,0.044826,0.0,0.754431,0.002035,1.0,38.419583,0.290722,0.0,12573.769939,13.810789,0.0
500.0,450.0,1.249643,0.041838,12.53,0.705587,0.002035,1.41,45.106184,0.290722,1.41,12573.769939,13.810789,0.0
500.0,500.0,1.04942,0.044826,0.0,0.646567,0.002035,1.0,52.374228,0.290722,0.0,12573.769939,13.810789,0.0
500.0,550.0,0.852186,0.044826,0.0,0.585513,0.002035,1.0,60.514437,0.290722,1.0,12573.769939,13.810789,0.0
500.0,600.0,0.648974,0.044826,0.0,0.526493,0.002035,1.0,69.236089,0.290722,0.0,12573.769939,13.810789,0.0
500.0,650.0,0.451739,0.044826,0.0,0.449158,0.002035,1.0,78.829907,0.290722,2.24,12573.769939,13.810789,0.0
500.0,700.0,0.248528,0.044826,0.0,0.371822,0.002035,1.0,89.29589,0.290722,1.41,12573.769939,13.810789,0.0
500.0,750.0,0.054281,0.041838,0.0,0.290415,0.002035,1.41,99.471152,0.290722,2.24,12490.905207,13.810789,1.0
500.0,800.0,0.054281,0.041838,0.0,0.263958,0.002035,1.0,99.471152,0.290722,2.24,11814.176564,13.810789,1.0
525.0,250.0,1.551472,0.044826,0.0,0.695411,0.002035,1.0,2.951529,0.290722,1.41,8969.154104,13.810789,1.41
525.0,300.0,1.551472,0.044826,0.0,0.691341,0.002035,1.41,3.823695,0.290722,0.0,8955.343316,13.810789,1.0
525.0,350.0,1.551472,0.044826,0.0,0.707622,0.002035,1.73,4.69586,0.290722,1.0,9065.829625,13.810789,1.0
525.0,400.0,1.449867,0.044826,0.0,0.721868,0.002035,1.41,23.302052,0.290722,1.0,10792.178204,13.810789,1.0
525.0,450.0,1.249643,0.041838,0.0,0.717798,0.002035,1.41,41.326801,0.290722,1.0,12573.769939,13.810789,0.0
525.0,500.0,1.151026,0.044826,0.0,0.668954,0.002035,1.41,47.72268,0.290722,0.0,12573.769939,13.810789,0.0
525.0,550.0,0.947814,0.044826,0.0,0.62011,0.002035,1.41,55.281445,0.290722,1.0,12573.769939,13.810789,0.0
525.0,600.0,0.852186,0.044826,0.0,0.554986,0.002035,1.0,63.421654,0.290722,1.0,12573.769939,13.810789,0.0
525.0,650.0,0.648974,0.044826,0.0,0.489861,0.002035,1.0,71.852585,0.290722,1.0,12573.769939,13.810789,0.0
525.0,700.0,0.451739,0.044826,0.0,0.416595,0.002035,1.0,81.737125,0.290722,1.73,12573.769939,13.810789,0.0
525.0,750.0,0.14991,0.041838,0.0,0.337224,0.002035,1.0,92.49383,0.290722,1.0,12573.769939,13.810789,0.0
525.0,800.0,0.054281,0.041838,0.0,0.274134,0.002035,1.41,99.471152,0.290722,2.24,12325.175743,13.810789,1.0
550.0,250.0,1.551472,0.044826,0.0,0.697446,0.002035,0.0,2.951529,0.290722,1.41,9065.829625,13.810789,1.41
550.0,300.0,1.551472,0.044826,0.0,0.691341,0.002035,1.0,3.823695,0.290722,0.0,9065.829625,13.810789,1.0
550.0,350.0,1.551472,0.044826,0.0,0.707622,0.002035,1.73,4.405138,0.290722,1.0,9134.883568,13.810789,1.0
550.0,400.0,1.551472,0.044826,16.0,0.711692,0.002035,2.0,10.510295,0.290722,1.41,9632.071959,13.810789,1.41
550.0,450.0,1.348261,0.044826,0.0,0.732044,0.002035,1.41,38.419583,0.290722,0.0,12573.769939,13.810789,0.0
550.0,500.0,1.249643,0.041838,0.0,0.689306,0.002035,0.0,44.52474,0.290722,1.0,12573.769939,13.810789,0.0
550.0,550.0,1.04942,0.044826,0.0,0.638427,0.002035,1.0,50.920619,0.290722,1.0,12573.769939,13.810789,0.0
550.0,600.0,0.947814,0.044826,0.0,0.583478,0.002035,0.0,58.479384,0.290722,1.0,12573.769939,13.810789,0.0
550.0,650.0,0.75058,0.044826,0.0,0.526493,0.002035,1.0,66.03815,0.290722,1.0,12573.769939,13.810789,0.0
550.0,700.0,0.550357,0.041838,0.0,0.461368,0.002035,0.0,74.759803,0.290722,1.41,12573.769939,13.810789,0.0
550.0,750.0,0.350133,0.044826,0.0,0.388103,0.002035,1.0,84.644342,0.290722,1.0,12573.769939,13.810789,0.0
550.0,800.0,0.14991,0.041838,0.0,0.308732,0.002035,1.0,95.110326,0.290722,0.0,12573.769939,13.810789,0.0
575.0,250.0,1.551472,0.044826,0.0,0.697446,0.002035,0.0,2.951529,0.290722,0.0,9176.315934,13.810789,1.0
575.0,300.0,1.551472,0.044826,0.0,0.691341,0.002035,1.0,3.532973,0.290722,1.0,9176.315934,13.810789,1.41
575.0,350.0,1.551472,0.044826,0.0,0.689306,0.002035,0.0,4.405138,0.290722,1.0,9107.261991,13.810789,1.0
575.0,400.0,1.551472,0.044826,0.0,0.701517,0.002035,1.0,5.277303,0.290722,1.41,9217.7483,13.810789,0.0
575.0,450.0,1.449867,0.044826,0.0,0.721868,0.002035,1.41,27.081435,0.290722,1.0,11386.042116,13.810789,1.0
575.0,500.0,1.249643,0.041838,0.0,0.705587,0.002035,1.41,40.745357,0.290722,1.0,12573.769939,13.810789,0.0
575.0,550.0,1.151026,0.044826,0.0,0.656743,0.002035,2.0,47.431958,0.290722,1.0,12573.769939,13.810789,0.0
575.0,600.0,1.04942,0.044826,0.0,0.61197,0.002035,1.0,53.827836,0.290722,1.0,12573.769939,13.810789,0.0
575.0,650.0,0.852186,0.044826,0.0,0.554986,0.002035,1.0,60.805159,0.290722,1.0,12573.769939,13.810789,0.0
575.0,700.0,0.648974,0.044826,0.0,0.498001,0.002035,1.0,68.945368,0.290722,1.0,12573.769939,13.810789,0.0
575.0,750.0,0.451739,0.044826,0.0,0.428806,0.002035,1.41,77.66702,0.290722,1.41,12573.769939,13.810789,0.0
575.0,800.0,0.350133,0.044826,4.0,0.361646,0.002035,1.41,87.260838,0.290722,1.0,12573.769939,13.810789,0.0
600.0,250.0,1.551472,0.044826,0.0,0.701517,0.002035,1.0,2.951529,0.290722,0.0,9272.991454,13.810789,1.41
600.0,300.0,1.551472,0.044826,0.0,0.695411,0.002035,1.0,3.532973,0.290722,1.0,9245.369877,13.810789,1.41
600.0,350.0,1.551472,0.044826,0.0,0.691341,0.002035,1.41,3.823695,0.290722,0.0,9217.7483,13.810789,0.0
600.0,400.0,1.551472,0.044826,0.0,0.705587,0.002035,1.41,4.69586,0.290722,1.0,9286.802243,13.810789,1.0
600.0,450.0,1.449867,0.044826,0.0,0.711692,0.002035,2.0,20.104113,0.290722,1.41,10723.124261,13.810789,1.41
600.0,500.0,1.348261,0.044826,0.0,0.713728,0.002035,1.0,38.419583,0.290722,1.0,12573.769939,13.810789,0.0
600.0,550.0,1.249643,0.041838,0.0,0.677095,0.002035,1.0,43.652575,0.290722,1.0,12573.769939,13.810789,0.0
600.0,600.0,1.151026,0.044826,5.0,0.628251,0.002035,1.0,49.176288,0.290722,1.41,12573.769939,13.810789,0.0
600.0,650.0,0.947814,0.044826,0.0,0.583478,0.002035,1.0,56.15361,0.290722,1.0,12573.769939,13.810789,0.0
600.0,700.0,0.852186,0.044826,5.1,0.530564,0.002035,1.0,63.421654,0.290722,1.0,12573.769939,13.810789,0.0
600.0,750.0,0.648974,0.044826,0.0,0.473579,0.002035,1.0,71.561863,0.290722,0.0,12573.769939,13.810789,0.0
600.0,800.0,0.451739,0.044826,0.0,0.404384,0.002035,1.41,80.283516,0.290722,1.0,12573.769939,13.810789,0.0
625.0,250.0,1.551472,0.044826,0.0,0.705587,0.002035,1.41,2.951529,0.290722,0.0,9328.234609,13.810789,1.0
625.0,300.0,1.551472,0.044826,0.0,0.697446,0.002035,0.0,2.951529,0.290722,1.41,9328.234609,13.810789,1.0
625.0,350.0,1.551472,0.044826,0.0,0.691341,0.002035,1.0,3.823695,0.290722,0.0,9286.802243,13.810789,1.0
625.0,400.0,1.551472,0.044826,0.0,0.689306,0.002035,0.0,4.69586,0.290722,1.0,9272.991454,13.810789,0.0
625.0,450.0,1.551472,0.044826,0.0,0.6832,0.002035,1.0,5.277303,0.290722,1.41,9272.991454,13.810789,1.41
625.0,500.0,1.449867,0.044826,0.0,0.730009,0.002035,1.41,35.221644,0.290722,1.0,12573.769939,13.810789,0.0
625.0,550.0,1.348261,0.044826,13.0,0.691341,0.002035,1.41,40.454636,0.290722,0.0,12573.769939,13.810789,0.0
625.0,600.0,1.151026,0.044826,0.0,0.646567,0.002035,1.0,45.978349,0.290722,1.0,12573.769939,13.810789,0.0
625.0,650.0,1.04942,0.044826,0.0,0.605864,0.002035,1.0,52.083506,0.290722,0.0,12573.769939,13.810789,0.0
625.0,700.0,0.947814,0.044826,0.0,0.561091,0.002035,1.41,58.770106,0.290722,1.0,12573.769939,13.810789,0.0
625.0,750.0,0.75058,0.044826,0.0,0.504107,0.002035,1.0,65.747428,0.290722,1.0,12573.769939,13.810789,0.0
625.0,800.0,0.648974,0.044826,6.0,0.445087,0.002035,1.0,73.887637,0.290722,1.0,12573.769939,13.810789,0.0
650.0,250.0,1.65009,0.041838,0.0,0.723903,0.002035,1.41,2.951529,0.290722,0.0,9549.207227,13.810789,1.41
650.0,300.0,1.551472,0.044826,0.0,0.701517,0.002035,1.0,2.951529,0.290722,1.41,9397.288552,13.810789,1.0
650.0,350.0,1.551472,0.044826,0.0,0.695411,0.002035,1.0,3.823695,0.290722,0.0,9397.288552,13.810789,1.41
650.0,400.0,1.551472,0.044826,0.0,0.691341,0.002035,1.41,4.405138,0.290722,1.0,9355.856186,13.810789,1.41
650.0,450.0,1.551472,0.044826,0.0,0.685235,0.002035,0.0,5.277303,0.290722,1.41,9355.856186,13.810789,1.41
650.0,500.0,1.449867,0.044826,0.0,0.740185,0.002035,1.0,32.605148,0.290722,1.41,12573.769939,13.810789,0.0
650.0,550.0,1.348261,0.044826,0.0,0.705587,0.002035,1.41,37.547418,0.290722,0.0,12573.769939,13.810789,0.0
650.0,600.0,1.249643,0.041838,0.0,0.668954,0.002035,1.41,42.198966,0.290722,0.0,12573.769939,13.810789,0.0
650.0,650.0,1.151026,0.044826,0.0,0.624181,0.002035,1.0,47.72268,0.290722,0.0,12573.769939,13.810789,0.0
650.0,700.0,1.04942,0.044826,3.61,0.583478,0.002035,1.0,54.40928,0.290722,1.41,12573.769939,13.810789,0.0
650.0,750.0,0.852186,0.044826,0.0,0.532599,0.002035,1.0,60.805159,0.290722,1.0,12573.769939,13.810789,0.0
650.0,800.0,0.75058,0.044826,0.0,0.48172,0.002035,1.0,68.073202,0.290722,1.0,12573.769939,13.810789,0.0
675.0,250.0,1.65009,0.041838,0.0,0.709657,0.002035,1.73,2.079364,0.290722,1.0,9507.774861,13.810789,1.41
675.0,300.0,1.65009,0.041838,0.0,0.705587,0.002035,1.41,2.951529,0.290722,1.41,9507.774861,13.810789,1.41
675.0,350.0,1.551472,0.044826,0.0,0.697446,0.002035,0.0,3.532973,0.290722,1.0,9480.153284,13.810789,1.0
675.0,400.0,1.551472,0.044826,0.0,0.691341,0.002035,1.0,4.405138,0.290722,1.0,9480.153284,13.810789,1.0
675.0,450.0,1.551472,0.044826,0.0,0.689306,0.002035,0.0,4.69586,0.290722,1.0,9438.720918,13.810789,1.0
675.0,500.0,1.551472,0.044826,0.0,0.711692,0.002035,2.0,18.650504,0.290722,1.0,10888.853725,13.810789,1.0
675.0,550.0,1.449867,0.044826,0.0,0.717798,0.002035,1.41,34.349479,0.290722,1.0,12573.769939,13.810789,0.0
675.0,600.0,1.348261,0.044826,0.0,0.6832,0.002035,1.0,39.58247,0.290722,0.0,12573.769939,13.810789,0.0
675.0,650.0,1.249643,0.041838,0.0,0.646567,0.002035,1.41,44.52474,0.290722,1.0,12573.769939,13.810789,0.0
675.0,700.0,1.04942,0.044826,0.0,0.605864,0.002035,1.0,50.048454,0.290722,1.41,12573.769939,13.810789,0.0
675.0,750.0,0.947814,0.044826,0.0,0.565161,0.002035,1.0,56.15361,0.290722,1.0,12573.769939,13.810789,0.0
675.0,800.0,0.852186,0.044826,0.0,0.512247,0.002035,1.0,63.130933,0.290722,0.0,12573.769939,13.810789,0.0
700.0,250.0,1.65009,0.041838,0.0,0.711692,0.002035,2.0,2.079364,0.290722,1.0,9632.071959,13.810789,1.41
700.0,300.0,1.65009,0.041838,0.0,0.707622,0.002035,1.73,2.951529,0.290722,0.0,9604.450382,13.810789,1.41
700.0,350.0,1.65009,0.041838,0.0,0.701517,0.002035,1.0,3.532973,0.290722,1.0,9563.018016,13.810789,1.41
700.0,400.0,1.65009,0.041838,0.0,0.697446,0.002035,0.0,3.823695,0.290722,0.0,9549.207227,13.810789,1.0
700.0,450.0,1.551472,0.044826,0.0,0.691341,0.002035,1.0,4.69586,0.290722,1.0,9549.207227,13.810789,1.41
700.0,500.0,1.551472,0.044826,0.0,0.689306,0.002035,0.0,5.277303,0.290722,1.41,9507.774861,13.810789,1.41
700.0,550.0,1.449867,0.044826,0.0,0.730009,0.002035,1.41,31.732983,0.290722,1.41,12573.769939,13.810789,0.0
700.0,600.0,1.348261,0.044826,0.0,0.695411,0.002035,1.0,37.256696,0.290722,1.0,12573.769939,13.810789,0.0
700.0,650.0,1.249643,0.041838,0.0,0.662849,0.002035,1.0,41.326801,0.290722,1.0,12573.769939,13.810789,0.0
700.0,700.0,1.151026,0.044826,0.0,0.622146,0.002035,1.0,46.559793,0.290722,1.0,12573.769939,13.810789,0.0
700.0,750.0,1.04942,0.044826,0.0,0.583478,0.002035,1.0,52.374228,0.290722,0.0,12573.769939,13.810789,0.0
700.0,800.0,0.947814,0.044826,0.0,0.536669,0.002035,1.0,58.479384,0.290722,1.0,12573.769939,13.810789,0.0
725.0,250.0,1.65009,0.041838,0.0,0.713728,0.002035,1.0,2.079364,0.290722,1.0,9770.179845,13.810789,1.0
725.0,300.0,1.65009,0.041838,0.0,0.711692,0.002035,2.0,2.951529,0.290722,0.0,9728.747479,13.810789,1.0
725.0,350.0,1.65009,0.041838,0.0,0.707622,0.002035,1.73,3.532973,0.290722,1.0,9673.504325,13.810789,0.0
725.0,400.0,1.65009,0.041838,0.0,0.701517,0.002035,1.0,3.823695,0.290722,0.0,9673.504325,13.810789,1.0
725.0,450.0,1.65009,0.041838,0.0,0.711692,0.002035,2.0,4.405138,0.290722,1.0,9770.179845,13.810789,1.0
