design_range_nm,spec_energy_whkg,objective,converged,feasible,start_name,starts_tried,objective_value,mixed_objective_kg,doc_per_nmi,trip_doc_usd,MTOW_kg,MTOW_lb,fuel_burn_kg,fuel_burn_lb,fuel_mileage_lb_per_nmi,W_battery_kg,W_battery_lb,S_ref_m2,S_ref_ft2,cruise_hybridization,climb_hybridization,descent_hybridization,electric_percent,electric_energy_frac,battery_energy_frac,engine_rating_hp,motor_rating_hp,generator_rating_hp,W_fuel_max_kg,OEW_kg,MTOW_margin_lb,rotate_range_ft,Vstall_kn,SOC_final,engineoutclimb_gamma,max_constraint_violation,n_iter,wall_time_s,error,src_objective,src_start_name,src_converged,assumed
300.0,250.0,cost,True,False,rescore,rescore,0.8232679950654879,216.1276632231101,0.8232679950654879,246.98039851964634,5694.679690270653,12554.619669075699,159.18086632040357,350.93373884768346,1.1697791294922781,1533.937839075895,3381.754060461726,34.00491667948319,366.02587686563527,0.5440649311123467,0.6676458464846101,0.014762348647664262,54.40649311123467,0.4674829255689463,0.16625839866195755,470.39102407570516,665.020546264586,456.2802179486993,500.0,3569.810213918796,-48.15248335072647,4071.4139095238797,81.64146868290327,0.011307657548030078,0.032671305393758614,1.0,nan,5.81508469581604,,0.814464685554186,,True,W_fuel_max=500kg
300.0,300.0,cost,True,False,rescore,rescore,0.7318228776162253,180.5462050041663,0.7318228776162253,219.54686328486758,5695.6641776361175,12556.79009219248,123.58956322780513,272.4683469104006,0.9082278230346688,1601.199986055409,3530.0417112835994,34.01079539689215,366.08915485319045,0.6511558420133119,0.7455413720533625,0.2237953310667701,65.11558420133119,0.5870890580104102,0.24335486682417357,360.20362910345705,665.1349711510521,349.4007116527675,500.0,3536.569089330511,-42.520183877008094,4071.4064347625535,81.6414686825241,0.011609157600317499,0.032671467982125925,1.0,nan,5.7991509437561035,,0.7218228406707221,,True,W_fuel_max=500kg
300.0,350.0,cost,True,False,rescore,rescore,0.6144419287350136,116.46204749241531,0.6144419287350136,184.33257862050405,5602.501201254859,12351.400886948137,60.43703547986673,133.24085561344341,0.4441361853781447,1822.5423423362695,4018.0180771028995,33.45448680330927,360.1010989878186,0.7709365827605045,0.6945259513251328,0.9999999999999981,77.09365827605045,0.7951137483852849,0.4660563940318884,425.5413866075767,936.7369816006922,417.12064276345245,500.0,3649.3844299573407,-845.3735156934367,1985.7752721451677,81.64146868250538,0.012205696064028493,0.07752907980348092,1.0,nan,4.312397241592407,,0.6020590502619181,,True,W_fuel_max=500kg
300.0,400.0,cost,True,False,rescore,rescore,0.5214544214659367,97.77044736170373,0.5214544214659367,156.436326439781,5696.082877713581,12557.713167855005,40.809618584567914,89.96980831856813,0.29989936106189374,1763.575682218637,3888.0188442755752,34.013295600960284,366.11606682580333,0.8841327367422537,0.9153599859173316,0.7475396456428476,88.41327367422537,0.8640134499531485,0.588420718796098,119.82230438640185,665.1948425096567,116.2299802419253,500.0,3458.633519612184,-45.25718257079143,4071.1181301941547,81.64146868250717,0.012109408386319548,0.03267328799999563,1.0,nan,4.296047210693359,,0.5086184029428668,,True,W_fuel_max=500kg
300.0,450.0,cost,True,False,rescore,rescore,0.40476857317341486,55.587070653373374,0.40476857317341486,121.43057195202445,5536.453776922577,12205.791241153565,0.2225328841476023,0.4906010304862027,0.0016353367682873422,1763.2068836799222,3887.2057826742375,33.06009461911454,355.855896848096,0.9989999999999999,0.9989999999999983,1.0,99.89999999999999,0.999238831815994,0.9966195902861884,1.3770833602624422,669.1969586111646,3.035951608672434,500.0,3361.0704283605364,-91.79704235772078,3582.2250552776377,81.6414686825053,0.012346871544295368,0.03627200066781701,1.0,nan,4.494872093200684,,0.3909287695046813,,True,W_fuel_max=500kg
300.0,500.0,cost,True,False,rescore,rescore,0.360974869214577,52.252035892278144,0.360974869214577,108.29246076437309,5076.582298961261,11191.948177719447,1.4862129026655355,3.276538586027481,0.01092179528675827,1454.3121917548597,3206.2095571023033,30.432539876322863,327.57313298168566,0.9926731541112458,0.9946297594382001,0.9969493025008412,99.26731541112459,0.9944755863908558,0.9758688687923689,6.7977549560710155,592.2874459546774,6.596856545668262,500.0,3196.04391923915,-63.60864256912919,4080.2536320593217,81.48236605812387,0.012736421322131403,0.03251002240962115,1.0,nan,4.4742255210876465,,0.3479428654574022,,True,W_fuel_max=500kg
300.0,550.0,cost,True,False,rescore,rescore,0.32744160331339534,48.81254944525941,0.32744160331339534,98.2324809940186,4749.055516310727,10469.875223442708,1.3219942821521355,2.91449850032285,0.009714995001076166,1240.464405632648,2734.755890195427,28.472157582638705,306.47175358996543,0.9932225217056089,0.9950260348511916,0.9966422019363138,99.32225217056089,0.9947594128612549,0.9770837133280719,5.9006658647666335,554.3075879337945,5.726488369182543,500.0,3080.3107828272828,-58.71799922771061,4077.874284683871,81.4780168084449,0.013184271555221505,0.032464883866395955,1.0,nan,4.637189626693726,,0.3149853022958598,,True,W_fuel_max=500kg
300.0,600.0,cost,True,False,rescore,rescore,0.29981845420627834,45.22060747266391,0.29981845420627834,89.94553626188349,4503.869009148909,9929.331503193636,0.18191738117482234,0.4010591738366268,0.001336863912788756,1084.2247859608833,2390.3064902456263,26.894171177804903,289.48644928954855,0.999,0.9989999999999988,0.9999999999999994,99.9,0.9992402708943345,0.9966254686028903,1.5752177309595132,535.4441668810465,3.4998377902869717,500.0,2992.469333918443,-58.641634804377645,3812.768119914592,81.64146868250539,0.013520472661143007,0.03421094991007501,1.0,nan,4.574866056442261,,0.2877918613644843,,True,W_fuel_max=500kg
300.0,650.0,cost,True,False,rescore,rescore,0.2825891400709427,43.67059054852472,0.2825891400709427,84.77674202128281,4349.469535218106,9588.93893017177,0.17589519634366133,0.3877825289251884,0.0012926084297506279,968.1144230776196,2134.326957607776,25.97219812014648,279.5624138902933,0.9989999999999998,0.999,0.9999999999999988,99.89999999999998,0.9992404326856753,0.996626088416896,2.2005670425948782,515.2385922160867,2.983701556336798,500.0,2937.832272486345,-22.587296920806693,3866.6918402015995,81.64146868250539,0.01376947324068395,0.03378767340753282,1.0,nan,4.596485376358032,,0.2708247276868319,,True,W_fuel_max=500kg
300.0,700.0,cost,True,False,rescore,rescore,0.2658549622184979,41.86138374430079,0.2658549622184979,79.75648866554937,4169.249858726773,9191.622554485497,0.1688851570330609,0.37232803768133144,0.0012410934589377714,863.5083080656386,1903.7099500737504,24.896043636230335,267.9787834308795,0.9990000000000002,0.999,0.9999999999999991,99.90000000000002,0.9992405929402884,0.9966267200511081,2.319407954257342,492.520104043251,2.8556986063124126,500.0,2873.956996622541,-48.45033243932244,3912.485327627619,81.64146868250539,0.014008846898431182,0.03344252633066308,1.0,nan,4.56833028793335,,0.25439875448356525,,True,W_fuel_max=500kg
300.0,750.0,cost,True,False,rescore,rescore,0.2535657505303723,40.64996053246037,0.2535657505303723,76.06972515911168,4048.576088346008,8925.582430446164,0.16419964900028633,0.361998260677651,0.0012066608689255034,783.7772226526505,1727.9329955116086,24.175458506040457,260.22246964190253,0.9989999999999999,0.9989999999999999,1.0,99.89999999999999,0.9992406841263234,0.9966271589417074,2.3689334928228307,477.1387103404924,2.7681459761132237,500.0,2831.082905810843,-44.18198164683736,3953.4183802670063,81.64146868213962,0.014126667091507339,0.03316015412739707,1.0,nan,4.570335865020752,,0.2423149818064302,,True,W_fuel_max=500kg
300.0,800.0,cost,True,False,rescore,rescore,0.24712438841814627,40.162326070178864,0.24712438841814627,74.13731652544388,4000.0,8818.4904872,0.1623260701788643,0.3578677264242186,0.001192892421414062,726.4070129729556,1601.4533334343441,23.8853937565001,257.10023866280477,0.999,0.9989999999999993,1.0,99.9,0.9992407047895908,0.9966270335236276,12.831597173416284,473.58363625663947,3.4161498601760734,500.0,2820.8460252684267,-2.2216738600825465,3883.055913706461,81.64146868250538,0.01416359292878483,0.03362503532661984,1.0,nan,4.630387306213379,,0.23592223615144775,,True,W_fuel_max=500kg
350.0,250.0,cost,True,False,rescore,rescore,0.7136362277674452,263.3076717572005,0.7136362277674452,249.77267971860581,4000.0,8818.4904872,223.30767175720052,492.3091447774132,1.4065975565068949,284.6885671644434,627.6308553385605,23.88539375648345,257.10023866262554,0.005664478184366854,0.2717204293550194,0.01535186389822293,0.5664478184366853,0.0979340547125772,0.02545165396794172,730.9321015815407,467.9565702348717,709.0048679408245,500.0,3051.650178302956,-29.186529801196798,4078.5340196003594,81.64146868253384,0.02124907748928436,0.03238159763726048,1.0,nan,4.4652509689331055,,0.7100156835619922,,True,W_fuel_max=500kg
350.0,300.0,cost,True,False,rescore,rescore,0.7693765353314338,241.70131064545555,0.7693765353314338,269.2817873660018,5695.220520245956,12555.8119950738,184.74910544299598,407.30205721694244,1.1637201634769785,1503.586391691906,3314.8405729546116,34.00814616401231,366.06063874779886,0.5340780214717704,0.6603866739474225,0.01534618359901489,53.407802147177044,0.47188691741860034,0.16828385797759132,480.7095343312558,665.0849501953945,466.2888133044892,500.0,3573.1081299451234,-43.68564849110953,4071.370497885532,81.64146868254282,0.010157749549402285,0.03267163603961725,1.0,nan,4.560431003570557,,0.7620805166913767,,True,W_fuel_max=500kg
350.0,350.0,cost,True,False,rescore,rescore,0.6905821988697647,205.57095648136251,0.6905821988697647,241.70376960441766,5695.842643207992,12557.183541429446,148.61253004928258,327.63454562958066,0.9360987017988018,1569.7882844236499,3460.790763276991,34.01186107688617,366.100625737179,0.6333651412610022,0.7325936495746485,0.18300482662049575,63.33651412610022,0.5757294050734856,0.23448570891061504,378.54354892541903,665.1568451894414,367.18888563653036,500.0,3542.282305876498,-40.63747179309394,4071.3762922076753,81.64146868266816,0.010364351207713798,0.0326716742183591,1.0,nan,4.576592683792114,,0.6823694494836848,,True,W_fuel_max=500kg
350.0,400.0,cost,True,False,rescore,rescore,0.6058536646755579,166.24698562394343,0.6058536646755579,212.04878263644525,5696.008915126364,12557.550108262058,109.28689647267979,240.9363642299845,0.68838961208567,1640.8957015567,3617.5557836662824,34.012853944468716,366.11131287489314,0.7302970460040566,0.8031730231274189,0.401896927546807,73.02970460040567,0.6883771767419291,0.3322057977145455,278.638472137553,665.1788575647638,270.28098641012394,500.0,3511.1913852318357,-41.79399696439259,4071.3066644244236,81.64146868264139,0.010632494290436098,0.03267212146817799,1.0,nan,4.47185492515564,,0.5965796418955327,,True,W_fuel_max=500kg
350.0,450.0,cost,True,False,rescore,rescore,0.5124887324333446,122.87101938542544,0.5124887324333446,179.3710563516706,5696.187084914906,12557.9429054084,65.90914853627638,145.30479984665126,0.4151565709904322,1720.7209724440215,3793.540381655784,34.01391785835611,366.12276474866815,0.8369987692378189,0.8809640436684515,0.6421082248652584,83.69987692378189,0.8123183829689594,0.49313561329310823,168.5185952993912,665.2028353346525,163.4661850580473,500.0,3475.4126335713136,-42.87558813369196,4071.222134457297,81.64146868264297,0.010847438821077082,0.03267266166534589,1.0,nan,4.450625896453857,,0.5020505554848178,,True,W_fuel_max=500kg
350.0,500.0,cost,True,False,rescore,rescore,0.3891801290650036,56.82088810134132,0.3891801290650036,136.21304517275126,5654.2463426762215,12465.479396293913,0.2784246745790999,0.613821336044387,0.0017537752458411059,1891.4508734000697,4169.935383521161,33.76347507276803,363.42702104008686,0.999,0.999,0.9999999999999998,99.9,0.9992036814171354,0.9964569713856581,118.71139331144622,807.5001923486892,116.01286904808677,500.0,3509.107013961364,-441.3265138472043,2392.9705376126794,81.64146868250538,0.01100864477180552,0.055849882174685055,1.0,nan,4.464854001998901,,0.37701340525242477,,True,W_fuel_max=500kg
350.0,550.0,cost,True,False,rescore,rescore,0.340590540789705,53.6517485809597,0.340590540789705,119.20668927639676,5326.9085077642285,11743.823000475899,0.38266350331740956,0.8436286159508005,0.0024103674741451442,1622.514562156102,3577.032307929265,31.80882680262309,342.3873621640701,0.9986321365165921,0.999,0.9990348507295832,99.86321365165921,0.9988394100255523,0.9948460458811218,1.326379982534013,639.0180589037456,3.883901188946663,500.0,3284.7783906634204,-75.74968370524175,3679.907471613956,81.6414686832454,0.011339836612946325,0.03540468017499172,1.0,nan,4.531654357910156,,0.3290513496230505,,True,W_fuel_max=500kg
350.0,600.0,cost,True,False,rescore,rescore,0.3091876514473206,50.01220722692856,0.3091876514473206,108.2156780065622,4976.670638946803,10971.68067186998,0.24550083746053475,0.5412366999363398,0.0015463905712466853,1393.4000862488544,3071.921351362296,29.717434451914325,319.87580225484896,0.998999999999993,0.9989999999999994,1.0,99.8999999999993,0.9992046891020214,0.9964635907053574,1.3088158393797262,595.3515024051403,3.634926882001687,500.0,3160.309391067399,-68.0714916058032,3722.6984082292793,81.64146868250538,0.011695527358223046,0.035010303934066574,1.0,nan,4.556074619293213,,0.2981753860385621,,True,W_fuel_max=500kg
350.0,650.0,cost,True,False,rescore,rescore,0.2858486359113983,47.37697775036399,0.2858486359113983,100.0470225689894,4714.405290906372,10393.484552665797,0.23292484130026672,0.5135113743097429,0.001467175355170694,1221.1951776671303,2692.274514318026,28.15135667525653,303.0186813613045,0.998999999999997,0.9989999999999988,1.0,99.8999999999997,0.999204979827122,0.9964647309535564,1.6960707704356315,561.5640747494169,3.5406536603774064,500.0,3067.1649646500578,-61.24473886568239,3784.4183304755406,81.64146868250536,0.012077704224780578,0.034478886856067495,1.0,nan,4.503158330917358,,0.275226968205337,,True,W_fuel_max=500kg
350.0,700.0,cost,True,False,rescore,rescore,0.2676965882611285,45.32755278682618,0.2676965882611285,93.69380589139499,4510.437174626302,9943.811829388824,0.22318104056316318,0.49202997078241295,0.0014057999165211798,1087.1235989308598,2396.6972788956036,26.93339198247625,289.90861851750225,0.999,0.999,0.9999999999999956,99.9,0.9992051755953909,0.996465403690728,2.0257235821363664,535.4485605943098,3.364939482417104,500.0,2994.83443806749,-55.85723016595375,3833.741516475791,81.64146868250538,0.012428166556109649,0.034060312151637746,1.0,nan,4.619523763656616,,0.25737639177185806,,True,W_fuel_max=500kg
350.0,750.0,cost,True,False,rescore,rescore,0.2555729110955572,44.78709906090676,0.2555729110955572,89.45051888344501,4348.986941655843,9587.874993487269,1.2972296443483273,2.859901819599891,0.008171148055999689,977.6326765895991,2155.3111146203137,26.07267362806627,280.6439232566154,0.9943521321688158,0.995844327299803,0.9961320692895739,99.43521321688158,0.9952224093907807,0.9790440545862636,4.525220838233389,507.953917445425,4.39071770102717,500.0,2938.76839785822,-49.171313080782056,4071.7978232590676,81.47948651483168,0.012718900705361469,0.03241875832324022,1.0,nan,4.414226770401001,,0.24549498261481695,,True,W_fuel_max=500kg
350.0,800.0,cost,True,False,rescore,rescore,0.24346506182970493,43.360383957513676,0.24346506182970493,85.21277164039672,4214.989230606263,9292.460608437945,1.2104916514510438,2.668677278289012,0.007624792223682892,889.8748405562768,1961.8382040610359,25.27032670102313,272.0075328108007,0.9947114556688671,0.996104053507416,0.9958047881218771,99.4711455668867,0.995406777796845,0.979839391684125,4.1150529122745185,492.3797195271811,3.9926133436747726,500.0,2891.4165850977115,-46.528685434406725,4072.2150782788817,81.4778990705587,0.012902388284572408,0.032396805651404514,1.0,nan,4.408337116241455,,0.23358476431352415,,True,W_fuel_max=500kg
400.0,250.0,cost,True,False,rescore,rescore,0.6963513963224865,289.90955704720284,0.6963513963224865,278.5405585289946,4000.0,8818.4904872,249.90955704720284,550.956262870281,1.3773906571757024,380.7193847393095,839.3425681540593,23.885393756500097,257.10023866280477,0.001000000000000068,0.19798241558760876,0.33187270763552335,0.10000000000000679,0.11816339099422153,0.030401599609387608,804.9386795384853,565.6255845726083,782.0557207397007,500.0,3117.901069618686,-445.60357442784766,2428.5424120029415,81.64146868250538,0.016649448640962572,0.054017175581787084,1.0,nan,3.746267795562744,,0.693492939283599,,True,W_fuel_max=500kg
400.0,300.0,cost,True,False,rescore,rescore,0.6911519754952559,297.6076199399289,0.6911519754952559,276.46079019810236,4000.0,8818.4904872,257.6076199399289,567.927586467624,1.41981896616906,250.88193146123416,553.099981500314,23.885393756499596,257.10023866279937,0.01177093916328747,0.2761671028027968,0.01611630409655884,1.177093916328747,0.09093252490037941,0.023395249450805445,726.4692325142677,467.95657023524893,704.6755655236059,500.0,3050.3511154750286,-27.410154355533336,4078.534019581495,81.64146868250624,0.020638858356365062,0.03238159763736153,1.0,nan,4.265664577484131,,0.6884605425019251,,True,W_fuel_max=500kg
